HOITEMID,ITEMNAME,ADDRESS,LGA,LISTING,LISTINGNO,PLANNO,RUNDATE,LISTING_DA
5011979,Cowra Railway Station and yard group,NULL,Cowra,SHR,01122,NULL,2014-03-20,
5012103,Michelago Railway Station group,NULL,Cooma-Monaro,SHR,01192,NULL,2014-03-20,
5053172,Lawson House,212-218 Cumberland Street The Rocks,Sydney,SHR,01557,NULL,2014-03-20,
5053860,Alexandra Canal,NULL,Botany Bay,SHR,01621,2038,2014-03-20,
5054607,Shop and Residence,9 Argyle Place Millers Point,Sydney,SHR,00865,NULL,2014-03-20,
5051355,Beckers Bridge over Webbers Creek,NULL,Singleton,SHR,01457,NULL,2014-03-20,
5053864,Kiama Reservoir (WS 0231),NULL,Kiama,SHR,01626,2042,2014-03-20,
5045239,Bowenfels National School Site,70 Mudgee Street Old Bowenfels,Lithgow,SHR,00761,1826,2014-03-20,
5045135,Queen Street Buildings Group,284 - 298 Queen Street Campbelltown,Campbelltown,SHR,00007,6,2014-03-20,
5053882,Sewage Pumping Station 67,NULL,Parramatta,SHR,01643,2056,2014-03-20,
5051365,Manly wharf,NULL,Manly,SHR,01434,2273,2014-03-20,
5045119,House,196 Howick Street Bathurst,Bathurst Regional,SHR,00399,949,2014-03-20,
5012207,Rhodes Railway Station group,NULL,Canada Bay,SHR,01235,NULL,2014-03-20,
5012250,Ultimo Road Railway Underbridge,NULL,Sydney,SHR,01062,2420,2014-03-20,
5045152,Lower Hawkesbury Wesleyan Chapel and site,NULL,Gosford,SHR,00576,1579,2014-03-20,
5045576,Sugar House,138-140 Pitt Street Sydney,Sydney,SHR,00417,1001,2014-03-20,
5001284,Lady Denman (M.V.),NULL,Shoalhaven,SHR,01518,NULL,2014-03-20,
5044981,Bonegilla House,587 Kiewa Street Albury,Albury City,SHR,00617,1622,2014-03-20,
5012150,Queanbeyan rail bridges over Queanbeyan and Burbong Rivers,Goulburn-Bombala railway Queanbeyan,Queanbeyan,SHR,01052,2663,2014-12-23,
5011962,Byron Bay Railway Station and yard group,NULL,Byron,SHR,01107,NULL,2014-03-20,
5053603,"Vineyard Haven, New Italy Settlement",1 Forest Road New Italy via Woodburn,Richmond Valley,SHR,01715,1970,2014-03-20,
5052989,Rail Motor Collection,NULL,Dungog,SHR,01488,NULL,2014-03-20,
5045195,Thompson Square Conservation Area,NULL,Hawkesbury,SHR,00126,383,2014-03-20,
5045103,Eveleigh Railway Workshops,NULL,Sydney,SHR,01140,2347,2014-03-20,
5051357,Bridge over Turon River at Wallaby Rocks,NULL,Bathurst Regional,SHR,01458,NULL,2014-03-20,
5044744,Casino Post Office,102 Barker Street Casino,Richmond Valley,SHR,01405,NULL,2014-03-20,
5053196,Shop - Phillip's Foote Restaurant,101 George Street The Rocks,Sydney,SHR,01580,NULL,2014-03-20,
5053170,Johnson's Building,233-235 George Street The Rocks,Sydney,SHR,01554,2373,2014-03-20,
5045336,Prospect Reservoir and surrounding area,NULL,Blacktown,SHR,01370,2144,2014-03-20,
5014098,Glenrock early coalmining sites,NULL,Lake Macquarie,SHR,00988,NULL,2014-03-20,
5012094,Manilla railway underbridges,NULL,Tamworth Regional,SHR,01045,NULL,2014-03-20,
5001136,Ben Lomond Railway Station,Main Northern Railway,Guyra,SHR,01083,2645,2014-05-27,
5045398,St. Johns Roman Catholic Church and Cemetery (former),NULL,Campbelltown,SHR,00193,457,2014-03-20,
5045472,Fort Denison,NULL,Unincorporated Waterway,SHR,00985,2256,2014-03-20,
5051484,Warragamba Emergency Scheme,NULL,Wollondilly,SHR,01376,NULL,2014-03-20,
5045060,Parkes Post Office,39 Currajong Street Parkes,Parkes,SHR,00717,1767,2014-03-20,
5053148,Brooklyn Hotel,229 George Street The Rocks,Sydney,SHR,01533,2371,2014-03-20,
5012233,Tahmoor Railway Station Group,NULL,Wollondilly,SHR,01258,NULL,2014-03-20,
5045043,St. Mary's Anglican Church and Pipe Organ,240 Birrell Street Waverley,Waverley,SHR,00160,160,2014-03-20,
5000867,Morisset Hospital Precinct,NULL,Lake Macquarie,SHR,00827,NULL,2014-03-20,
5012060,Junee Railway Station movable relics,NULL,Junee,SHR,01172,NULL,2014-03-20,
5055964,"Women's College, University of Sydney",15 Carillon Avenue Newtown,Sydney,SHR,01726,1989,2014-03-20,
5053157,Cumberland Place and Steps,NULL,Sydney,SHR,01542,NULL,2014-03-20,
5045009,Otford railway tunnel (former),NULL,Wollongong City,SHR,01219,2409,2014-03-20,
5050058,Loggan Rock,111 Whale Beach Road Avalon,Pittwater,SHR,01779,2201,2014-03-20,
5045606,Captain Cook Hotel,"33, 35 Kent Street Millers Point",Sydney,SHR,00511,1328,2014-03-20,
5054690,WWII RAAF Radar Station 208 (former),NULL,Lake Macquarie,SHR,01752,2068,2014-03-20,
5045527,Waimea House,NULL,Woollahra,SHR,00226,303,2014-03-20,
5045187,Houses,37-39 North Street Windsor,Hawkesbury,SHR,00110,291,2014-03-20,
5053154,Coach House,4-6 Kendall Lane The Rocks,Sydney,SHR,01539,NULL,2014-03-20,
5045230,Terrace,"86, 88 Windmill Street Millers Point",Sydney,SHR,00897,NULL,2014-03-20,
5053166,Harts Buildings,10-14 Essex Street The Rocks,Sydney,SHR,01550,NULL,2014-03-20,
5045261,St. Patrick's Roman Catholic Church Cemetery,NULL,Singleton,SHR,00233,544,2014-03-20,
5012209,Riverstone Railway Station and yard group,NULL,Blacktown,SHR,01237,NULL,2014-03-20,
5051802,Marsden Rehabilitation Centre Group,NULL,Parramatta,SHR,00826,1843,2014-03-20,
5045686,Public School & School Masters Residence (former),NULL,Deniliquin,SHR,00144,335,2014-03-20,
5051378,Middle Falbrook Bridge over Glennies Creek,NULL,Singleton,SHR,01474,NULL,2014-03-20,
5051282,Newcastle Customs House,1 Bond Street Newcastle,Newcastle,SHR,01403,NULL,2014-03-20,
5001064,Dunbar Shipwreck Group,NULL,Woollahra,SHR,01675,NULL,2014-03-20,
5045267,Buckland Convalescent Home & Garden,39 Hawkesbury Road Springwood,Blue Mountains,SHR,00371,877,2014-03-20,
5053876,Sewer Vent (Ben Buckler),NULL,Waverley,SHR,01637,2051,2014-03-20,
5061645,Jack House,Boundary Raod,Ku-Ring-Gai,SHR,01910,2571,,
5056284,Redstone,34 Adderton Road Telopea,Parramatta,SHR,01795,2268,2014-03-20,
5001004,Building,90 Windmill Street Millers Point,Sydney,SHR,00847,NULL,2014-03-20,
5001219,Castlemaine Brewery (former),787 Hunter Street Newcastle,Newcastle,SHR,00312,762,2014-03-20,
5045500,Nurses Cottage,5 Market Street Berrima,Wingecarribee,SHR,00099,328,2014-03-20,
5012219,Springwood Railway Station Group,NULL,Blue Mountains,SHR,01247,2416,2014-03-20,
5044997,Intercontinental Hotel former Treasury Building,117-119 Macquarie Street Sydney,Sydney,SHR,00355,817,2014-03-20,
5051843,Iandra Homestead Pastoral Estate,NULL,Weddin,SHR,01723,1979,2014-03-20,
5051467,Arnprior,NULL,Palerang,SHR,01357,NULL,2014-03-20,
5045371,St. Andrews Rectory (former),NULL,Walcha,SHR,00295,721,2014-03-20,
5055461,"Fishwick House, The",15 The Citadel Castlecrag,Willoughby,SHR,01751,2074,2014-03-20,
5001229,Enginemans Resthouse,39 Brandling Street Alexandria,Sydney,SHR,00723,1777,2014-03-20,
5051482,Virginia,NULL,Palerang,SHR,01374,NULL,2014-03-20,
5045728,"St. Mary's Roman Catholic Church, Presbytery, Convent & Hall",13 Church Street Mudgee,Mid-Western Regional,SHR,00685,1735,2014-03-20,
5056544,Hermit's Cave Complex,NULL,Griffith,SHR,01766,2189,2014-03-20,
5045603,Post Office (former),25-27 George Street Singleton,Singleton,SHR,00478,1206,2014-03-20,
5045377,Aberglasslyn,NULL,Maitland,SHR,00195,461,2014-03-20,
5045578,"Noraville, Hargraves House",3 Elizabeth Drive Noraville,Wyong,SHR,00131,388,2014-03-20,
5012154,Redfern Railway Station group,NULL,Sydney,SHR,01234,2340,2014-03-20,
5045547,"Judges House, The",531 Kent Street Sydney,Sydney,SHR,00060,254,2014-03-20,
5051262,Grossman House,71 Church Street Maitland,Maitland,SHR,01499,2127,2014-03-20,
5012077,Lismore railway underbridges,NULL,Lismore,SHR,01044,NULL,2014-03-20,
5014148,Gondwana Rainforests of Australia,NULL,Multiple LGAs,SHR,01002,NULL,2014-03-20,
5045374,Mountain House,NULL,Upper Hunter,SHR,00311,751,2014-03-20,
5045206,"Stannix Park House, cattle tanks and site",NULL,Hawkesbury,SHR,00598,NULL,2014-03-20,
5045153,Paddington Town Hall,249 Oxford Street Paddington,Sydney,SHR,00561,1515,2014-03-20,
5014101,Mount Wood Station,NULL,Unincorporated,SHR,01001,NULL,2014-03-20,
5045108,Semi-detached Cottages,200-202 Howick Street Bathurst,Bathurst Regional,SHR,00244,576,2014-03-20,
5045664,Toxteth,94 Kent Street Millers Point,Sydney,SHR,00928,NULL,2014-03-20,
5045627,Presbyterian High School/Manse (former),12-14 Free Church Street Maitland,Maitland,SHR,00577,1551,2014-03-20,
5045661,Vienna,38-40 Alexandra Street Hunters Hill,Hunters Hill,SHR,00459,1158,2014-03-20,
5051356,Man O'War Steps,NULL,Sydney,SHR,01432,NULL,2014-03-20,
5045423,Chief Secretary's Building,121 Macquarie Street Sydney,Sydney,SHR,00766,1834,2014-03-20,
5045598,Dundee Arms Hotel,171 Sussex Street Sydney,Sydney,SHR,00416,948 (TBC),2014-03-20,
5061203,Woy Woy Railway Tunnel,Woy Woy Road Gosford,Gosford,SHR,01835,2562,2013-07-18,
5051295,Forbes Post Office,118 Lachlan Street Forbes,Forbes,SHR,01414,NULL,2014-03-20,
5045671,Goonoobah & Woodlands,42-44 King Street East Maitland,Maitland,SHR,00298,726,2014-03-20,
5012022,"Goulburn Railway Station, yard and workshop",NULL,Goulburn Mulwaree,SHR,01152,NULL,2014-03-20,
5048593,Anglican Cathedral Church of St Peter Apostle and Martyr Precinct,"Rusden Street, Armidale",Armidale Dumaresq,SHR,01924,2581,2014-08-15,
5001347,"Junction Reefs Dam, Land in the vicinity of",NULL,Blayney,SHR,00702,1754,2014-03-20,
5045750,Glenalvon,8 Lithgow Street Campbelltown,Campbelltown,SHR,00004,29,2014-03-20,
5045454,Dalkeith Property,8 Bannerman Street Cremorne,North Sydney,SHR,00310,756,2014-03-20,
5045265,Bargo Railway Viaduct,NULL,Wollondilly,SHR,01024,2162,2014-03-20,
5045439,Big Stable Newmarket,29-39 Young Street Randwick,Randwick,SHR,00388,939,2014-03-20,
5045743,Land Next to Male Orphan School,Lot 1 Cartwright Street Bonnyrigg,Fairfield,SHR,01390,NULL,2014-03-20,
5055190,Sydney Harbour Naval Precinct,NULL,Unincorporated,SHR,01705,1953,2014-03-20,
5045097,Sunnyside rail bridge over Tenterfield Creek,NULL,Tenterfield,SHR,01056,2174,2014-03-20,
5051846,Denison Bridge,Macquarie River Great Western Highway Bathurst,Bathurst Regional,SHR,01665,1910,2014-03-20,
5011997,Dubbo rail bridge over Macquarie River,Main Western railway 462.762 km Dubbo,Dubbo,SHR,01032,2686,2014-01-06,
5045549,Macquarie Grove Cottage,Aerodome Road Cobbitty,Camden,SHR,00493,2577,2014-03-20,
5055827,Luna Park Precinct,1 Olympic Drive Milsons Point,North Sydney,SHR,01811,2293,2014-03-20,
5045089,Undercliffe Terrace,"52, 54, 56, 58, 60 Argyle Place Millers Point",Sydney,SHR,00902,NULL,2014-03-20,
5011961,Burwood rail underbridge,NULL,Burwood,SHR,01030,NULL,2014-03-20,
5045307,Argyle Street Railway Substation,NULL,Sydney,SHR,01022,2160,2014-03-20,
5045583,Post Office (former),5 Station Street Mittagong,Wingecarribee,SHR,00631,1659,2014-03-20,
5012224,Strathfield Railway Station group,NULL,Strathfield,SHR,01252,NULL,2014-03-20,
5012021,Gordon Railway Station group,NULL,Ku-Ring-Gai,SHR,01150,2407,2014-03-20,
5012039,Berembed Weir and Site,NULL,Narrandera,SHR,00957,NULL,2014-03-20,
5045663,Llanarth,120 Eglington Road Llanarth,Bathurst Regional,SHR,00296,724,2014-03-20,
5051477,Nepean Dam,NULL,Wollondilly,SHR,01368,NULL,2014-03-20,
5045120,House,198 Howick Street Bathurst,Bathurst Regional,SHR,00400,949,2014-03-20,
5012132,Penrith Railway Station group,NULL,Penrith,SHR,01222,2401,2014-03-20,
5045367,NSW Club House Building,31 Bligh Street Sydney,Sydney,SHR,00145,411,2014-03-20,
5045532,Wentworth Mausoleum and site,NULL,Woollahra,SHR,00622,1628,2014-03-20,
5051402,Broughton House,43a Thomas Street Parramatta,Parramatta,SHR,01302,NULL,2014-03-20,
5001335,White Bay Power Station,NULL,Leichhardt,SHR,01015,NULL,2014-03-20,
5053187,Police Station (former) - Australian Craftworks Gallery,127-129 George Street The Rocks,Sydney,SHR,01571,NULL,2014-03-20,
5045172,Highlands,9 Highlands Avenue Wahroonga,Hornsby,SHR,00034,97,2014-03-20,
5050315,Old Dubbo Gaol,215 Macquarie Street Dubbo,Dubbo,SHR,01689,1950,2014-03-20,
5049618,"St. John's Uniting Church, Hall and Manse",61-65 Coonanbarra Road Wahroonga,Ku-Ring-Gai,SHR,01670,1914,2014-03-20,
5045304,Wyoming,25 Wharf Road Birchgrove,Leichhardt,SHR,00772,1844,2014-03-20,
5051426,Johnston's Creek Sewer Aqueduct,NULL,Leichhardt,SHR,01325,2020,2014-03-20,
5012005,Eskbank Railway Station group,NULL,Lithgow,SHR,01138,2411,2014-03-20,
5045605,Katoomba House,81 Kent Street Millers Point,Sydney,SHR,00890,NULL,2014-03-20,
5045035,Perpetual Trustee Company,33-39 Hunter Street Sydney,Sydney,SHR,00678,1726,2014-03-20,
5053343,Church and Watt Street Terrace Group,NULL,Newcastle,SHR,00273,668,2014-03-20,
5051389,Wee Jasper Bridge over Goodradigbee River,NULL,Yass Valley,SHR,01485,NULL,2014-03-20,
5012263,Wauchope Railway Station group,NULL,Port Macquarie-Hastings,SHR,01283,NULL,2014-03-20,
5045510,Alpine Lodge Hotel,244-248 Sloane Street Goulburn,Goulburn Mulwaree,SHR,00483,1236,2014-03-20,
5053210,Shops and Residences,149-151 George Street The Rocks,Sydney,SHR,01594,NULL,2014-03-20,
5045341,Museum Railway Station,NULL,Sydney,SHR,01207,NULL,2014-03-20,
5045653,Terrace,"115, 117, 119, 121 Kent Street Millers Point",Sydney,SHR,00908,NULL,2014-03-20,
5011983,Culcairn Railway Station and yard group,NULL,Greater Hume,SHR,01126,NULL,2014-03-20,
5045040,Bunyas,5 Rogers Avenue Haberfield,Ashfield,SHR,00317,778,2014-03-20,
5060394,Liverpool Weir,NULL,Liverpool,SHR,01804,2309,2014-03-20,
5045327,Royal George Hotel,115-117 Sussex Street Sydney,Sydney,SHR,00411,943,2014-03-20,
5000843,Terrace,"62, 64 Argyle Place Millers Point",Sydney,SHR,00895,NULL,2014-03-20,
5061330,Bomaderry Aboriginal Children's Home,59 Beinda Street Bomaderry,Shoalhaven,SHR,01874,2502,2014-03-20,
5014216,Old Bar Airfield,0.5km off Old Bar Road Old Bar,Greater Taree,SHR,01304,1887,2014-03-20,
5045718,Tomago House & Tomago Chapel,NULL,Port Stephens,SHR,00207,860,2014-03-20,
5044990,Fanny's Tavern,NULL,Newcastle,SHR,00315,749,2014-03-20,
5045173,Cowra Prisoner of War Camp Site,NULL,Cowra,SHR,00619,1641,2014-03-20,
5053909,Jadda Centre (former Athenium Theatre),NULL,Junee,SHR,01687,1944,2014-03-20,
5045156,Mulholland's Farm,9 Pixie Avenue Green Point,Gosford,SHR,00289,711,2014-03-20,
5045729,Thomas Family Grave,79 Callan Avenue Maryland,Newcastle,SHR,00465,1163 (draft),2014-03-20,
5044977,Civic Railway Workshops,NULL,Newcastle,SHR,00956,1958,2014-03-20,
5045405,Bethungra,9 Fore Street Canterbury,Canterbury,SHR,00224,531,2014-03-20,
5045628,Shop & Residence,79 Lower Fort Street Millers Point,Sydney,SHR,00893,NULL,2014-03-20,
5053213,"Shops, Victorian pair / Samson's Cottage",75-75.5 George Street The Rocks,Sydney,SHR,01597,NULL,2014-03-20,
5045324,Priory and Grounds,213 Burwood Road Burwood,Burwood,SHR,00287,709,2014-03-20,
5011968,Carcoar Railway Station group,NULL,Blayney,SHR,01110,NULL,2014-03-20,
5045266,Durham Hall,207 Albion Street Surry Hills,Sydney,SHR,00221,292,2014-03-20,
5045022,Macquarie Arms Inn (former),104-106 Bathurst Street Pitt Town,Hawkesbury,SHR,00282,680,2014-03-20,
5053179,New York Hotel (former) - DFS (Duty Free Store),153-155 George Street The Rocks,Sydney,SHR,01563,NULL,2014-03-20,
5045235,Building,257-259 Windsor Street Richmond,Hawkesbury,SHR,00610,1603,2014-03-20,
5011978,Corowa Railway Station and yard group,NULL,Corowa,SHR,01120,NULL,2014-03-20,
5053178,Mining Museum (former),36-64 George Street The Rocks,Sydney,SHR,01555,NULL,2014-03-20,
5045587,Lansdowne,NULL,Goulburn Mulwaree,SHR,00132,389,2014-03-20,
5012116,Murrurundi Railway Station group,NULL,Upper Hunter,SHR,01205,NULL,2014-03-20,
5011953,Branxton Railway Station group and movable relics,Main Northern railway,Cessnock,SHR,01098,2654,2014-12-02,
5012285,Waverton Railway Station group,NULL,North Sydney,SHR,01284,NULL,2014-03-20,
5053225,Terraces,29-31 George Street The Rocks,Sydney,SHR,01608,NULL,2014-03-20,
5012124,Oatley Railway Station group,NULL,Hurstville,SHR,01214,NULL,2014-03-20,
5051481,Upper Canal System (Pheasants Nest Weir to Prospect Reservoir),NULL,Blacktown,SHR,01373,2333,2014-03-20,
5045616,White Horse Inn,NULL,Wingecarribee,SHR,00106,336,2014-03-20,
5014178,Kirkham Stables and Precinct,NULL,Camden,SHR,01411,1893,2014-03-20,
5045447,Cairnsfoot Special School,18 Loftus Street Turrella,Rockdale,SHR,00551,1217,2014-03-20,
5045243,Belvedere,7 Cranbrook Avenue Cremorne,North Sydney,SHR,00320,754,2014-03-20,
5045610,Ardglen Tunnel,NULL,Upper Hunter,SHR,01021,NULL,2014-03-20,
5053226,Terraces,46-56 Gloucester Street The Rocks,Sydney,SHR,01609,NULL,2014-03-20,
5045757,Cecil Hills Farm,NULL,Liverpool,SHR,00774,1852,2014-03-20,
5045104,Public Trust Office,19-21 O'Connell Street Sydney,Sydney,SHR,01019,NULL,2014-03-20,
5056468,Raffan's Mill and Brick Bottle Kilns Precinct,NULL,Lithgow,SHR,01738,2092,2014-03-20,
5045486,Hassall & Jefferis Cottages,NULL,Wingecarribee,SHR,00491,1254,2014-03-20,
5045010,Old Sugarmill,NULL,Canterbury,SHR,00290,714A,2014-03-20,
5001054,Flats,"2, 4 Trinity Avenue Millers Point",Sydney,SHR,00869,NULL,2014-03-20,
5061305,"Christ Church Cathedral, Movable Collections, Cemetery and Park",52A Church Street Newcastle,Newcastle,SHR,01858,2464,2014-03-20,
5052149,Cliefden,Mandurama,Blayney,SHR,01827,2277,,
5051437,Woollahra Reservoir WS022,5R Oxford Street Centennial Park,Randwick,SHR,01356,2037,2014-03-20,
5012311,Rozelle Hospital - Broughton Hall,NULL,Leichhardt,SHR,00831,NULL,2014-03-20,
5045131,Oddfellows Arms Inn,541 Church Street Parramatta,Parramatta,SHR,00276,683,2014-03-20,
5054689,Granville Town Hall,10 Carlton Street Granville,Parramatta,SHR,01679,1935,2014-03-20,
5050068,Walter Burley Griffin Lodge,32 Plateau Road Avalon,Pittwater,SHR,01510,2137,2014-03-20,
5045129,Old London Bank Building,17 Sturt Street Bourke,Bourke,SHR,00764,1829,2014-03-20,
5051429,Mosman Bay Sewage Aqueduct,NULL,Mosman,SHR,01328,2022,2014-03-20,
5001371,Bathurst Court House,NULL,Bathurst Regional,SHR,00790,2493,2014-03-20,
5051559,Grave of Yuranigh,3km SE of Molong Yuranigh Road Molong,Cabonne,SHR,01713,1963,2014-03-20,
5045749,Robin Hood Farm,196 Campbelltown Road Ingleburn,Campbelltown,SHR,01387,2266,2014-03-20,
5045075,Metropolitan Hotel,244 George Street Sydney,Sydney,SHR,00663,1709,2014-03-20,
5001230,Great Drain and two house sites,NULL,Baulkham Hills,SHR,01402,NULL,2014-03-20,
5045281,Terrace,42 Kent Street Millers Point,Sydney,SHR,00856,NULL,2014-03-20,
5012102,Menangle rail bridge over Nepean River,NULL,Wollondilly,SHR,01047,NULL,2014-03-20,
5052792,"Windmill Hill Group, including Ruins","Wilton Road, Appin",Wollondilly,SHR,1931,2614,2014-07-01,
5060999,131 Radar Station (former),NULL,Newcastle,SHR,01815,2307,2014-03-20,
5060831,Archaeological Remains of Overseers' Cottages,30-44 Clarence Street Port Macquarie,Port Macquarie-Hastings,SHR,01813,2313,2014-03-20,
5045344,Building,55 Lower Fort Street Millers Point,Sydney,SHR,00525,1336,2014-03-20,
5011933,Bomaderry Railway Station and yard group,NULL,Shoalhaven,SHR,01090,2466,2014-03-20,
5045372,Nant Gwylan and Garden,NULL,Camden,SHR,00243,573,2014-03-20,
5051438,Wolli Creek Aqueduct,NULL,Canterbury,SHR,01355,2036,2014-03-20,
5014134,"Historic Photographs Collection, Department of Mineral Resources",29-57 Christie Street St. Leonards,Willoughby,SHR,00972,NULL,2014-03-20,
5044753,Glen Innes Post and Telegraph Office,NULL,Glen Innes Severn,SHR,01406,NULL,2014-03-20,
5045572,Building,22 York Street Sydney,Sydney,SHR,00647,1679,2014-03-20,
5053877,Burwood Sewer Vent,NULL,Burwood,SHR,01638,1999,2014-03-20,
5051397,Parramatta District Hospital - Brislington and Landscape,10 George Street Parramatta,Parramatta,SHR,00059,253,2014-03-20,
5062291,Wollongong Original Telegraph Office & Post Office,,Wollongong,SHR,1940,2623,2015-02-26,
5045358,Mechanics Institute,13 Page Street Moruya,Eurobodalla,SHR,00485,1214,2014-03-20,
5012119,Burrinjuck Dam Site - Barren Jack Creek Water Supply Dam,NULL,Yass Valley,SHR,00960,NULL,2014-03-20,
5051360,Carrathool Bridge over Murrumbidgee River,Main Road 244 Carrathool,Carrathool,SHR,01460,2681,2015-01-19,
5011964,Substation,41 Mountain Street Ultimo,Sydney,SHR,00934,NULL,2014-03-20,
5012023,Goulburn Viaduct (Mulwaree Ponds),NULL,Goulburn Mulwaree,SHR,01035,NULL,2014-03-20,
5061196,Lithgow Heavy Anti Aircraft Gun Stations and Dummy Station,"Kirkley Street (via) Bowenfels, off Chifley Road Scenic Hill, off Hassans Walls Road Lithgow",Lithgow,SHR,01862,"2344, 2345, 2346",2015-03-04,
5051264,Norman Lindsay Gallery,14-20 Norman Lindsay Crescent Faulconbridge,Blue Mountains,SHR,01503,2130,2014-03-20,
5051556,Wellington Convict and Mission Site - Maynggu Ganai,NULL,Wellington,SHR,01859,2426,2014-03-20,
5052361,Hill 60/ Illowra Battery,NULL,Wollongong City,SHR,01492,2003,2014-03-20,
5000968,Stone Shop,67 Windmill Street Millers Point,Sydney,SHR,00860,NULL,2014-03-20,
5053600,Kenmore Hospital Precinct,NULL,Goulburn Mulwaree,SHR,01728,1973,2014-03-20,
5044968,Pearce Family Cemetery,NULL,Baulkham Hills,SHR,00593,1600,2014-03-20,
5000970,Terrace,71 Windmill Street Millers Point,Sydney,SHR,00845,NULL,2014-03-20,
5053188,"Railings, Sydney Cove",NULL,Sydney,SHR,01572,NULL,2014-03-20,
5000971,Stevens Terrace,73 Windmill Street Millers Point,Sydney,SHR,00862,NULL,2014-03-20,
5051274,Broken Hill Post Office,258-260 Argent Street Broken Hill,Broken Hill,SHR,01423,NULL,2014-03-20,
5045342,Harbour View Hotel and site,18 Lower Fort Street Millers Point,Sydney,SHR,00634,1663,2014-03-20,
5012223,Stanmore Railway Station Group,NULL,Marrickville,SHR,01251,2421,2014-03-20,
5052292,Maitland Jewish Cemetery,"Trappaud Road, South Maitland",Maitland,SHR,01921,2604,,
5000658,Rydalmere Hospital Precinct (former),171 Victoria Road Rydalmere,Parramatta,SHR,00749,1811,2014-03-20,
5051372,Hinton Bridge over Paterson River,Hinton-Morpeth Road Hinton,Maitland,SHR,01470,2655,2014-12-03,
5061024,BHP Chimney Ruin of First Offices,"Part of Consolidated Mining Lease 7 East of corner of Gaffney and Oxide Streets, Proprietary Square Broken Hill",Broken Hill,SHR,01820,2311,2014-03-20,
5045033,Rose Seidler House,69-71 Clissold Road Wahroonga,Ku-Ring-Gai,SHR,00261,633,2014-03-20,
5045566,"Scots Presbyterian Church, Land and Trees",NULL,Kiama,SHR,00120,349,2014-03-20,
5045551,Abbotsford,NULL,Wollondilly,SHR,00073,998,2014-03-20,
5045288,Lynton,4 Clarence Street Burwood,Burwood,SHR,00284,696,2014-03-20,
5045734,Hibernia Lodge,69 Collett Street Queanbeyan,Queanbeyan,SHR,00514,1006,2014-03-20,
5056093,Yooroonah Tank Barrier,NULL,Armidale Dumaresq,SHR,01803,2154,2014-03-20,
5053634,Scheyville National Park,NULL,Hawkesbury,SHR,01817,2295,2014-03-20,
5045143,Goat Island,NULL,Unincorporated Waterway,SHR,00989,NULL,2014-03-20,
5053867,"Pipehead, water supply canal and associated works",NULL,Holroyd,SHR,01629,2299,2014-03-20,
5045286,Terrace,"52, 54 Kent Street Millers Point",Sydney,SHR,00871,2700,2014-03-20,
5051399,Redcoats Mess House,NULL,Parramatta,SHR,00218,525,2014-03-20,
5045049,South Steyne (S.S.),NULL,Unincorporated Waterway,SHR,00755,NULL,2014-03-20,
5051475,Mayfield,NULL,Palerang,SHR,01365,NULL,2014-03-20,
5045695,Waterview Wharf Workshops,37 Nicholson Street Balmain,Leichhardt,SHR,00687,1737,2014-03-20,
5053174,Mariners' Church,98-100 George Street The Rocks,Sydney,SHR,01559,NULL,2014-03-20,
5012105,Millthorpe Railway Station group,NULL,Blayney,SHR,01193,NULL,2014-03-20,
5051287,Kempsey Post Office,NULL,Kempsey,SHR,01420,NULL,2014-03-20,
5045229,Mountain View,22 Inalls Lane Richmond,Hawkesbury,SHR,00044,213,2014-03-20,
5061406,Toongabbie Government Farm Archaeological Site,"Oakes Road, Old Toongabbie",Parramatta,SHR,01903,2515,,
5053878,Croydon Sewer Vent,NULL,Burwood,SHR,01639,2052,2014-03-20,
5053873,Ashfield Reservoir (Elevated) (WS 0003),NULL,Canterbury,SHR,01622,2039,2014-03-20,
5052629,Harrington Park,1 Hickson Circuit Harrington Park,Camden,SHR,01773,2204,2014-03-20,
5000851,Bomera & Tarana,1 Wylde Street Potts Point,Sydney,SHR,01400,2290,2014-03-20,
5000874,Building,"24, 26 Lower Fort Street Millers Point",Sydney,SHR,00852,NULL,2014-03-20,
5045241,Stone House,"49, 51 Kent Street Millers Point",Sydney,SHR,00876,2692,2014-03-20,
5053192,Sailor's Home (former),106-108 George Street The Rocks,Sydney,SHR,01576,NULL,2014-03-20,
5051253,Ahimsa,67 Cobran Road Cheltenham,Hornsby,SHR,01494,2122,2014-03-20,
5051310,Miss Porter's House,434 King Street Newcastle,Newcastle,SHR,01445,2117,2014-03-20,
5045548,The Manse,23 The Avenue Mount Druitt,Blacktown,SHR,00206,483,2014-03-20,
5045703,"Sydney Harbour Bridge, approaches and viaducts (road and rail)",NULL,Sydney,SHR,00781,1864,2014-03-20,
5051430,Mount Dorothy Reservoir,NULL,Parramatta,SHR,01329,2023,2014-03-20,
5045632,King George Hotel (former) and Haymarket Post Office,"631, 633-635 George Street Sydney",Sydney,SHR,00615,1626,2014-03-20,
5051374,Lansdowne Bridge,NULL,Fairfield,SHR,01472,NULL,2014-03-20,
5045569,Christ Church St Laurence Anglican Church and Pipe Organ,812a-814 George Street Sydney,Sydney,SHR,00123,159,2014-03-20,
5051266,Tenterfield School of Arts,NULL,Tenterfield,SHR,01506,2133,2014-03-20,
5012149,Queanbeyan Railway Station group,NULL,Queanbeyan,SHR,01226,NULL,2014-03-20,
