TroveID,troveUrl,title,site_name,contributor,issued,year,abstract,subjects,URLs,ExternalURL_1,ExternalURL_1_type,relevanceScore,suburbs,longitude,latitude
20590055,http://trove.nla.gov.au/work/20590055,"Emmaus Village, Kemps Creek, NSW : Aboriginal archaeological test excavation report in accordance with Dec Section 87 Permit # 2237 & in support of an application under Section 90 of the National Parks & Wildlife Act 1974 / Jim Wheeler","Emmaus Village, Kemps Creek","Wheeler, Jim archaeologist",2005,2005,not found,not found,not found,not found,not found,0.11297807,none found,none found
22002993,http://trove.nla.gov.au/work/22002993,"Report on the archaeological excavation of the site of the Family Court of Australia, corner of Castlereagh and Goulburn Streets, Sydney, 1990 / E. Higginbotham","Family Court of Australia, corner of Castlereagh and Goulburn Streets, Sydney","Higginbotham, Edward A. K",1991,1991,not found,not found,not found,not found,not found,0.15399891,150.6756628,-33.7258115
20730456,http://trove.nla.gov.au/work/20730456,"Fitzroy Bridge, Windsor Road, Windsor, NSW : archaeological assessment of the Green Hills Burial Ground / [Graham Wilson and Peter Douglas]","Fitzroy Bridge, Windsor","Wilson, Graham, archaeologist",2006,2006,not found,not found,not found,not found,not found,0.07897564,none found,none found
6475271,http://trove.nla.gov.au/work/6475271,"Archaeological excavations on the former Australian Gas Light Company site, Haymarket, Sydney : a report for Australian Construction Services (NSW Region), Department of Administrative Services / by Rosemary Annable","former Australian Gas Light Company site, Haymarket","Annable, Rosemary",1989,1989,not found,not found,not found,not found,not found,0.046312734,none found,none found
160036192,http://trove.nla.gov.au/work/160036192,"George Street, Parramatta, N.S.W. 1985 : report on the archaeological excavation of buildings associated with the early township / by Edward Higginbotham","Garfield Barwick Commonwealth Law Courts Building, Parramatta","Higginbotham, Edward A. K",1986,1986,not found,not found,not found,not found,not found,0.09823992,none found,none found
12902132,http://trove.nla.gov.au/work/12902132,"George Street, Parramatta, N.S.W. 1985 : report on the archaeological excavation of buildings associated with the early township, 1790 to c.1820s / report prepared by Edward Higginbotham for the Commonwealth Department of Housing and Construction and Leighton Contractors Pty. Ltd","Garfield Barwick Commonwealth Law Courts Building, Parramatta","Higginbotham, Edward A. K",1986,1986,not found,not found,not found,not found,not found,0.0710394,none found,none found
12904188,http://trove.nla.gov.au/work/12904188,"Report on archaeological watching brief : gateway plaza, circular quay, Sydney N.S.W","Gateway Plaza, Circular Quay","Higginbotham, E. A. K",1986,1986,not found,not found,not found,not found,not found,0.06899585,none found,none found
160035696,http://trove.nla.gov.au/work/160035696,"Report on archaeological watching brief Gateway Plaza Circular Quay Sydney, NSW / Edward Higginbotham","Gateway Plaza, Circular Quay","Higginbotham, Edward A. K",1986,1986,not found,not found,not found,not found,not found,0.04567641,none found,none found
37033321,http://trove.nla.gov.au/work/37033321,"Archaeological investigation, Government House gardens, Sydney : a report prepared for the Environmental Design Section, Public Works Department, NSW / Wendy Thorp","Government House, Sydney","Thorp, Wendy",1991,1991,not found,not found,not found,not found,not found,0.07015461,none found,none found
34658790,http://trove.nla.gov.au/work/34658790,"Granville Boys High School, Granville, NSW : historical archaeological excavation report / Matthew Kelly",Granville Boys High School,"Kelly, Matthew archaeologist",2005,2005,not found,not found,not found,not found,not found,0.17518805,151.0093397,-33.8340579
31386347,http://trove.nla.gov.au/work/31386347,"Report on archaeological test excavation at Granville Pool, Enid Avenue, Granville, NSW / Jim Wheeler & Peter Douglas, on behalf of Parramatta City Council",Granville Pool,Parramatta (N.S.W.). Council,2004,2004,not found,not found,not found,not found,not found,0.16441986,151.0129679,-33.83506
31385337,http://trove.nla.gov.au/work/31385337,"Historical archaeological assessment of Granville Pool re-development at Enid Avenue, Granville NSW / Jim Wheeler, Peter Douglas & Caroline Wilby, on behalf of Parramatta City Council",Granville Pool,"Wheeler, Jim archaeologist",2003,2003,not found,not found,not found,not found,not found,0.07519864,151.0129679,-33.83506
8758343,http://trove.nla.gov.au/work/8758343,"Green Road Reserve, Kellyville, NSW : Aboriginal archaeological assessment for proposed development of a stormwater detention basin & roundabout / by Jim Wheeler & Fiona Leslie, on behalf of Baulkham Hills Shire Council","Green Road Reserve, Kellyville","Wheeler, Jim, archaeologist",2003,2003,not found,not found,not found,not found,not found,0.07804955,none found,none found
37009624,http://trove.nla.gov.au/work/37009624,"Proposed upgrade of Helensburgh Public School, Fletcher Street, Helensburgh NSW : historical archaeological assessment / [report written by Adam Paterson and reviewed by Peter Douglas]",Helensburgh Public School,"Paterson, Adam, 1980-",2007,2007,not found,not found,not found,not found,not found,0.104683846,150.987732,-34.184212
8273357,http://trove.nla.gov.au/work/8273357,"Helensburgh Public School, Fletcher St, Helensburgh NSW : historical archaeologiacal assessment / Fiona Leslie & Peter Douglas",Helensburgh Public School,"Leslie, Fiona",2004,2004,not found,not found,not found,not found,not found,0.084952876,150.987732,-34.184212
194782240,http://trove.nla.gov.au/work/194782240,"Hungry Beach fortifications, Ku-ring-gai Chase National Park : archaeological inspections and conservation assessment / Denis Gojak","Hungry Beach fortifications, Ku-ring-gai Chase National Park","Gojak, Denis",1991,1991,not found,not found,not found,not found,not found,0.03394537,none found,none found
30474865,http://trove.nla.gov.au/work/30474865,"Historical archaeological assessment of the former no. 3 green - Hunters Hill Bowling Club, Hunters Hill, NSW : report prepared as part of a heritage management options study for the site / Dan Tuck & Peter Douglas, on behalf of the joint venturers  ... ..",Hunters Hill Bowling Club,"Tuck, Dan",2002,2002,not found,not found,not found,not found,not found,0.08254172,151.1537744,-33.8331312
186351291,http://trove.nla.gov.au/work/186351291,"Historical archaeological assessment of the former No 3 Green - Hunters Hill Bowling Club, Hunters Hill, NSW. / The Joint Venturers",Hunters Hill Bowling Club,The Joint Venturers,2002,2002,not found,not found,not found,not found,not found,0.05756446,151.1537744,-33.8331312
19405165,http://trove.nla.gov.au/work/19405165,"Archaeological investigation, CSR site, Pyrmont (Jacksons Landing) / for Lend Lease Development ; Casey & Lowe Associates","Jacksons Landing, Pyrmont",Casey & Lowe Associates,2000,2000,not found,not found,not found,not found,not found,0.07499565,none found,none found
20932414,http://trove.nla.gov.au/work/20932414,"Archaeological assessment CSR site, Pyrmont / for Howard Tanner and Associates on behalf of Civil and Civic [by] Casey & Lowe Associates","Jacksons Landing, Pyrmont",Casey & Lowe Associates,1996,1996,not found,not found,not found,not found,not found,0.04917857,none found,none found
29705102,http://trove.nla.gov.au/work/29705102,"Parramatta skate park : James Ruse Reserve, Parramatta : Aboriginal heritage impact assessment in support of a preliminary research permit application for archaeological test excavation at the site / Jim Wheeler","James Ruse Reserve, Parramatta","Wheeler, Jim, archaeologist",2004,2004,not found,not found,not found,not found,not found,0.17286506,none found,none found
27007709,http://trove.nla.gov.au/work/27007709,"Historical and archaeological assessment report for the K.E.N.S. sandstone extraction project, Sussex Street, Sydney, N.S.W. / Edward Higginbotham & Associates for the Department of Public Works and Services","KENS Site, Sydney","Higginbotham, Edward A. K",1996,1996,not found,not found,not found,not found,not found,0.07298212,none found,none found
